gas_day,meter_id,scheduled_dth,actual_dth,pressure_psig,temperature_f,variance_pct
2026-07-18,OKT-DN5-03,15796,15272,931.6,77.3,-3.32
2026-07-18,OKT-DN5-04,30830,30160,915.0,84.7,-2.17
2026-07-18,OKT-DN5-05,13239,13114,770.0,82.6,-0.95
2026-07-18,OKT-DN5-06,26296,27492,801.8,84.7,4.55
2026-07-18,OKT-OK1-01,61931,63748,738.7,77.4,2.93
2026-07-18,OKT-OK1-02,13246,13415,925.0,80.6,1.28
2026-07-18,OKT-OK1-03,6824,7164,892.9,82.3,4.97
2026-07-18,OKT-OK1-04,10944,10662,844.5,84.1,-2.58
2026-07-18,OKT-OK2-01,47542,48067,801.7,77.5,1.11
2026-07-18,OKT-OK2-02,14074,14244,803.4,75.4,1.21
2026-07-18,OKT-OK3-01,51318,51076,825.0,81.0,-0.47
2026-07-18,OKT-OK3-02,14740,13906,811.7,77.3,-5.66
2026-07-18,OKT-OK3-03,12020,11490,844.7,84.5,-4.41
2026-07-18,OKT-OK4-01,26487,27363,756.6,77.1,3.31
2026-07-18,OKT-OK4-02,65976,66522,869.8,80.1,0.83
2026-07-18,OKT-OK9-01,16546,16149,782.9,78.4,-2.4
2026-07-18,OKT-OK9-02,11314,11912,813.8,74.0,5.29
2026-07-18,OKT-OK9-03,10799,10456,828.2,74.9,-3.17
2026-07-18,OKT-OK9-04,8571,8961,846.3,76.5,4.55
2026-07-18,OKT-OK9-05,12442,11744,847.4,82.9,-5.61
2026-07-18,OKT-OK9-06,54984,52596,813.4,81.0,-4.34
2026-07-18,OKT-OK9-07,15863,16132,910.0,73.9,1.7
2026-07-18,OKT-OK9-08,8229,8691,747.9,83.0,5.61
2026-07-18,OKT-OK9-09,4434,4280,856.7,78.4,-3.47
2026-07-18,OKT-O12-01,4723,4444,685.7,75.6,-5.9
2026-07-18,OKT-O12-02,14826,15153,862.2,84.1,2.2
2026-07-18,OKT-O12-03,62364,60170,697.1,84.4,-3.52
2026-07-18,OKT-O12-04,14194,14754,923.0,78.4,3.95
2026-07-18,OKT-O11-01,17662,18112,868.0,82.0,2.55
2026-07-18,OKT-O11-02,24228,24838,735.6,73.5,2.52
2026-07-19,OKT-DN1-01,80913,76447,830.9,74.6,-5.52
2026-07-19,OKT-DN1-02,8202,8486,687.6,82.1,3.46
2026-07-19,OKT-DN4-01,9550,9691,819.2,75.6,1.47
2026-07-19,OKT-DN4-02,10791,10284,913.3,74.9,-4.7
2026-07-19,OKT-DN4-03,19606,20425,850.4,75.7,4.17
2026-07-19,OKT-DN4-04,14413,14039,942.2,78.9,-2.6
2026-07-19,OKT-DN4-05,13300,13830,901.6,79.1,3.99
2026-07-19,OKT-DN4-06,8253,7804,810.6,75.3,-5.44
2026-07-19,OKT-DN4-07,11298,11645,883.2,84.6,3.08
2026-07-19,OKT-DN4-08,17817,17963,876.7,85.2,0.82
2026-07-19,OKT-DN4-09,8453,8421,696.9,82.4,-0.38
2026-07-19,OKT-DN5-01,52096,49232,747.0,80.6,-5.5
2026-07-19,OKT-DN5-02,11124,11597,848.7,83.8,4.25
2026-07-19,OKT-DN5-03,15810,16516,870.9,83.8,4.47
2026-07-19,OKT-DN5-04,30856,30285,835.6,81.9,-1.85
2026-07-19,OKT-DN5-05,13251,12484,864.5,81.9,-5.78
2026-07-19,OKT-DN5-06,26318,27630,720.1,81.8,4.98
2026-07-19,OKT-OK1-01,63407,63424,949.3,74.3,0.03
2026-07-19,OKT-OK1-02,13257,13148,696.0,82.4,-0.82
2026-07-19,OKT-OK1-03,6830,6990,755.0,78.3,2.34
2026-07-19,OKT-OK1-04,10953,10639,748.3,76.6,-2.86
2026-07-19,OKT-OK2-01,48674,51520,736.9,84.7,5.85
2026-07-19,OKT-OK2-02,14086,13797,772.6,74.8,-2.05
2026-07-19,OKT-OK3-01,52540,50321,820.8,81.3,-4.22
2026-07-19,OKT-OK3-02,14752,15099,904.3,84.9,2.35
2026-07-19,OKT-OK3-03,12030,12560,817.1,79.9,4.4
2026-07-19,OKT-OK4-01,26510,25177,943.7,77.7,-5.03
2026-07-19,OKT-OK4-02,67547,65363,755.2,73.5,-3.23
2026-07-19,OKT-OK9-01,16560,16279,803.3,75.8,-1.7
2026-07-19,OKT-OK9-02,11324,11338,851.8,75.4,0.12
2026-07-19,OKT-OK9-03,10808,11447,755.3,80.2,5.91
2026-07-19,OKT-OK9-04,8578,9074,732.4,73.2,5.78
2026-07-19,OKT-OK9-05,12452,13089,688.7,84.7,5.11
2026-07-19,OKT-OK9-06,56294,54762,718.2,83.3,-2.72
2026-07-19,OKT-OK9-07,15876,16807,918.8,84.5,5.87
2026-07-19,OKT-OK9-08,8236,7977,923.8,79.6,-3.15
2026-07-19,OKT-OK9-09,4438,4506,858.2,85.1,1.54
2026-07-19,OKT-O12-01,4727,4905,809.3,80.6,3.77
2026-07-19,OKT-O12-02,14839,15532,795.9,85.0,4.67
2026-07-19,OKT-O12-03,63849,62495,663.6,74.8,-2.12
2026-07-19,OKT-O12-04,14206,15013,902.0,74.7,5.68
2026-07-19,OKT-O11-01,17677,16670,887.3,75.4,-5.7
2026-07-19,OKT-O11-02,24249,23938,786.7,77.2,-1.28
2026-07-20,OKT-DN1-01,89250,89495,933.8,75.7,0.27
2026-07-20,OKT-DN1-02,9074,9515,888.7,87.3,4.85
2026-07-20,OKT-DN4-01,10566,10973,924.3,79.1,3.86
2026-07-20,OKT-DN4-02,11938,11974,684.9,77.8,0.3
2026-07-20,OKT-DN4-03,21691,20568,842.8,86.1,-5.18
2026-07-20,OKT-DN4-04,15946,15531,731.0,76.9,-2.6
2026-07-20,OKT-DN4-05,14714,13886,700.0,85.8,-5.62
2026-07-20,OKT-DN4-06,9130,9610,716.3,82.2,5.25
2026-07-20,OKT-DN4-07,12499,13138,668.9,85.3,5.12
2026-07-20,OKT-DN4-08,19711,19996,938.7,83.6,1.44
2026-07-20,OKT-DN4-09,9352,9019,719.3,86.4,-3.56
2026-07-20,OKT-DN5-01,57464,59548,782.0,87.3,3.63
2026-07-20,OKT-DN5-02,12307,11691,719.1,80.8,-5.0
2026-07-20,OKT-DN5-03,17491,17232,927.9,77.0,-1.48
2026-07-20,OKT-DN5-04,34137,36175,802.8,84.2,5.97
2026-07-20,OKT-DN5-05,14659,14875,662.8,79.4,1.47
2026-07-20,OKT-DN5-06,29116,27463,820.2,83.0,-5.68
2026-07-20,OKT-OK1-01,69940,73163,755.3,87.0,4.61
2026-07-20,OKT-OK1-02,14667,15525,893.5,82.6,5.85
2026-07-20,OKT-OK1-03,7556,7996,716.4,84.0,5.82
2026-07-20,OKT-OK1-04,12118,11575,690.6,79.2,-4.48
2026-07-20,OKT-OK2-01,53689,56237,709.4,82.3,4.75
2026-07-20,OKT-OK2-02,15584,16025,701.1,86.0,2.83
2026-07-20,OKT-OK3-01,57953,55665,688.6,82.5,-3.95
2026-07-20,OKT-OK3-02,16321,16551,783.3,80.3,1.41
2026-07-20,OKT-OK3-03,13309,12925,867.9,77.2,-2.89
2026-07-20,OKT-OK4-01,29328,27867,931.6,83.1,-4.98
2026-07-20,OKT-OK4-02,74507,76306,822.5,84.2,2.41
2026-07-20,OKT-OK9-01,18321,18372,786.0,87.5,0.28
2026-07-20,OKT-OK9-02,12528,13084,759.2,75.9,4.44
2026-07-20,OKT-OK9-03,11957,12232,750.2,82.6,2.3
2026-07-20,OKT-OK9-04,9490,9016,781.5,87.1,-5.0
2026-07-20,OKT-OK9-05,13776,13309,804.0,77.6,-3.39
2026-07-20,OKT-OK9-06,62094,59809,839.3,86.9,-3.68
2026-07-20,OKT-OK9-07,17564,18600,781.8,81.4,5.9
2026-07-20,OKT-OK9-08,9112,9574,916.5,85.1,5.07
2026-07-20,OKT-OK9-09,4910,4716,677.4,77.2,-3.95
2026-07-20,OKT-O12-01,5229,5417,830.6,78.6,3.6
2026-07-20,OKT-O12-02,16417,15914,800.4,78.0,-3.06
2026-07-20,OKT-O12-03,70428,68337,755.4,85.4,-2.97
2026-07-20,OKT-O12-04,15716,15131,681.1,81.7,-3.72
2026-07-20,OKT-O11-01,19557,19632,778.7,87.5,0.38
2026-07-20,OKT-O11-02,26827,27467,886.4,84.1,2.39
2026-07-21,OKT-DN1-01,86869,87882,771.8,75.8,1.17
2026-07-21,OKT-DN1-02,8985,9353,917.0,85.3,4.11
2026-07-21,OKT-DN4-01,10461,10128,710.9,81.3,-3.18
2026-07-21,OKT-DN4-02,11820,12113,762.4,82.9,2.48
2026-07-21,OKT-DN4-03,21476,20890,659.3,82.4,-2.73
2026-07-21,OKT-DN4-04,15787,16573,933.7,79.8,4.97
2026-07-21,OKT-DN4-05,14568,13833,682.4,79.7,-5.05
2026-07-21,OKT-DN4-06,9040,8964,774.1,82.9,-0.84
2026-07-21,OKT-DN4-07,12375,12655,824.7,85.1,2.27
2026-07-21,OKT-DN4-08,19516,20678,831.4,78.5,5.95
2026-07-21,OKT-DN4-09,9259,9807,929.7,77.7,5.92
2026-07-21,OKT-DN5-01,55931,52651,888.1,87.6,-5.87
2026-07-21,OKT-DN5-02,12185,12314,884.6,82.8,1.06
2026-07-21,OKT-DN5-03,17317,18108,757.5,86.5,4.57
2026-07-21,OKT-DN5-04,33798,33776,911.9,85.2,-0.06
2026-07-21,OKT-DN5-05,14514,13769,721.7,85.3,-5.14
2026-07-21,OKT-DN5-06,28828,28043,702.5,75.8,-2.72
2026-07-21,OKT-OK1-01,68075,71304,875.4,82.0,4.74
2026-07-21,OKT-OK1-02,14521,14206,877.1,87.3,-2.17
2026-07-21,OKT-OK1-03,7481,7835,834.3,79.2,4.72
2026-07-21,OKT-OK1-04,11997,11974,832.3,75.9,-0.2
2026-07-21,OKT-OK2-01,52257,53379,713.3,79.4,2.15
2026-07-21,OKT-OK2-02,15429,15109,793.4,86.0,-2.08
2026-07-21,OKT-OK3-01,56408,56989,716.6,79.8,1.03
2026-07-21,OKT-OK3-02,16159,15827,910.5,82.6,-2.05
2026-07-21,OKT-OK3-03,13178,13457,673.4,85.7,2.12
2026-07-21,OKT-OK4-01,29037,29491,690.4,81.6,1.56
2026-07-21,OKT-OK4-02,72520,74610,785.7,81.0,2.88
2026-07-21,OKT-OK9-01,18139,18628,696.2,76.1,2.69
2026-07-21,OKT-OK9-02,12403,11872,779.2,79.4,-4.29
2026-07-21,OKT-OK9-03,11838,12168,763.7,85.1,2.78
2026-07-21,OKT-OK9-04,9396,9447,841.5,78.1,0.54
2026-07-21,OKT-OK9-05,13640,13356,782.5,77.8,-2.08
2026-07-21,OKT-OK9-06,60438,59786,731.4,83.9,-1.08
2026-07-21,OKT-OK9-07,17390,18227,846.2,77.3,4.81
2026-07-21,OKT-OK9-08,9021,8619,761.3,81.9,-4.46
2026-07-21,OKT-OK9-09,4861,4783,897.4,79.5,-1.62
2026-07-21,OKT-O12-01,5177,5083,852.7,76.5,-1.82
2026-07-21,OKT-O12-02,16254,15310,833.4,82.9,-5.81
2026-07-21,OKT-O12-03,68550,66277,779.2,83.1,-3.31
2026-07-21,OKT-O12-04,15560,15243,893.7,86.7,-2.04
2026-07-21,OKT-O11-01,19363,19826,667.9,77.3,2.39
2026-07-21,OKT-O11-02,26561,27806,675.5,79.4,4.69
2026-07-22,OKT-DN1-01,85898,84471,871.1,83.6,-1.66
2026-07-22,OKT-DN1-02,8794,9276,789.0,84.4,5.47
2026-07-22,OKT-DN4-01,10240,10021,758.7,85.6,-2.14
2026-07-22,OKT-DN4-02,11569,11323,776.3,77.0,-2.13
2026-07-22,OKT-DN4-03,21022,19769,721.7,85.4,-5.96
2026-07-22,OKT-DN4-04,15453,16280,916.5,81.0,5.35
2026-07-22,OKT-DN4-05,14260,13753,750.6,85.7,-3.55
2026-07-22,OKT-DN4-06,8849,8340,786.1,78.7,-5.75
2026-07-22,OKT-DN4-07,12113,12653,902.6,77.4,4.45
2026-07-22,OKT-DN4-08,19103,19877,842.0,76.7,4.05
2026-07-22,OKT-DN4-09,9063,8726,816.1,76.7,-3.72
2026-07-22,OKT-DN5-01,55306,52412,726.2,83.2,-5.23
2026-07-22,OKT-DN5-02,11927,12197,780.3,80.3,2.27
2026-07-22,OKT-DN5-03,16951,16176,855.9,81.5,-4.57
2026-07-22,OKT-DN5-04,33083,34667,931.8,83.8,4.79
2026-07-22,OKT-DN5-05,14207,13394,693.8,78.4,-5.72
2026-07-22,OKT-DN5-06,28218,28250,764.1,79.3,0.11
2026-07-22,OKT-OK1-01,67313,64375,918.9,83.1,-4.37
2026-07-22,OKT-OK1-02,14214,13647,693.3,80.8,-3.99
2026-07-22,OKT-OK1-03,7323,7363,799.7,78.2,0.55
2026-07-22,OKT-OK1-04,11744,12081,795.1,83.8,2.87
2026-07-22,OKT-OK2-01,51673,53877,713.3,81.0,4.27
2026-07-22,OKT-OK2-02,15103,15571,782.4,77.1,3.1
2026-07-22,OKT-OK3-01,55777,52664,738.1,80.2,-5.58
2026-07-22,OKT-OK3-02,15817,15466,699.1,80.9,-2.22
2026-07-22,OKT-OK3-03,12899,12537,855.8,87.0,-2.8
2026-07-22,OKT-OK4-01,28423,28568,946.2,79.1,0.51
2026-07-22,OKT-OK4-02,71710,72429,815.0,82.0,1.0
2026-07-22,OKT-OK9-01,17756,17016,929.2,79.1,-4.16
2026-07-22,OKT-OK9-02,12141,12214,820.6,79.6,0.6
2026-07-22,OKT-OK9-03,11588,11089,798.4,83.6,-4.3
2026-07-22,OKT-OK9-04,9197,8788,707.1,87.1,-4.45
2026-07-22,OKT-OK9-05,13351,12636,681.0,86.6,-5.36
2026-07-22,OKT-OK9-06,59763,57692,768.1,79.8,-3.46
2026-07-22,OKT-OK9-07,17022,17058,799.6,84.4,0.21
2026-07-22,OKT-OK9-08,8831,8319,703.8,83.3,-5.8
2026-07-22,OKT-OK9-09,4758,4902,720.6,85.2,3.03
2026-07-22,OKT-O12-01,5068,5066,864.2,85.0,-0.03
2026-07-22,OKT-O12-02,15910,15938,828.0,82.2,0.18
2026-07-22,OKT-O12-03,67783,65991,711.1,79.1,-2.64
2026-07-22,OKT-O12-04,15231,15281,802.9,79.1,0.33
2026-07-22,OKT-O11-01,18953,18258,777.8,79.1,-3.67
2026-07-22,OKT-O11-02,25999,26087,802.1,83.2,0.34
2026-07-23,OKT-DN1-01,88376,89404,709.0,79.8,1.16
2026-07-23,OKT-DN1-02,8923,9079,745.7,80.2,1.74
2026-07-23,OKT-DN4-01,10390,10616,779.8,78.0,2.18
2026-07-23,OKT-DN4-02,11739,11739,881.1,85.7,0.0
2026-07-23,OKT-DN4-03,21329,20957,792.3,80.9,-1.74
2026-07-23,OKT-DN4-04,15680,15969,715.8,81.8,1.84
2026-07-23,OKT-DN4-05,14469,15033,914.2,83.5,3.9
2026-07-23,OKT-DN4-06,8978,9404,814.8,86.8,4.75
2026-07-23,OKT-DN4-07,12291,12585,717.6,80.9,2.4
2026-07-23,OKT-DN4-08,19383,19235,702.3,87.4,-0.76
2026-07-23,OKT-DN4-09,9196,9180,928.6,82.8,-0.18
2026-07-23,OKT-DN5-01,56901,55482,862.6,87.6,-2.49
2026-07-23,OKT-DN5-02,12102,11758,874.2,78.4,-2.84
2026-07-23,OKT-DN5-03,17199,17445,873.7,83.0,1.43
2026-07-23,OKT-DN5-04,33567,31974,782.2,86.1,-4.75
2026-07-23,OKT-DN5-05,14415,14634,694.7,77.7,1.52
2026-07-23,OKT-DN5-06,28631,28023,733.1,76.4,-2.12
2026-07-23,OKT-OK1-01,69255,69715,917.8,82.3,0.66
2026-07-23,OKT-OK1-02,14422,13748,888.0,87.2,-4.67
2026-07-23,OKT-OK1-03,7430,7593,927.4,83.6,2.19
2026-07-23,OKT-OK1-04,11916,12255,899.3,82.3,2.85
2026-07-23,OKT-OK2-01,53164,54953,722.3,77.6,3.37
2026-07-23,OKT-OK2-02,15324,14973,776.1,86.7,-2.29
2026-07-23,OKT-OK3-01,57386,54531,766.7,84.3,-4.98
2026-07-23,OKT-OK3-02,16049,15808,708.5,81.3,-1.5
2026-07-23,OKT-OK3-03,13088,13237,736.3,79.3,1.14
2026-07-23,OKT-OK4-01,28839,28952,816.2,87.6,0.39
2026-07-23,OKT-OK4-02,73778,73987,785.1,77.7,0.28
2026-07-23,OKT-OK9-01,18015,18261,739.0,85.6,1.37
2026-07-23,OKT-OK9-02,12319,11796,859.8,78.2,-4.25
2026-07-23,OKT-OK9-03,11758,12167,743.7,86.9,3.49
2026-07-23,OKT-OK9-04,9332,9568,891.7,82.7,2.53
2026-07-23,OKT-OK9-05,13546,13804,688.3,85.0,1.9
2026-07-23,OKT-OK9-06,61487,60257,745.7,81.9,-2.0
2026-07-23,OKT-OK9-07,17271,17344,844.0,76.4,0.42
2026-07-23,OKT-OK9-08,8960,9390,833.8,81.7,4.8
2026-07-23,OKT-OK9-09,4828,4593,728.5,80.0,-4.87
2026-07-23,OKT-O12-01,5142,4880,803.3,85.1,-5.09
2026-07-23,OKT-O12-02,16143,15432,920.5,82.6,-4.41
2026-07-23,OKT-O12-03,69738,65638,756.8,85.1,-5.88
2026-07-23,OKT-O12-04,15454,15526,823.3,77.2,0.47
2026-07-23,OKT-O11-01,19231,18842,821.9,87.5,-2.02
2026-07-23,OKT-O11-02,26380,25581,756.4,77.3,-3.03
2026-07-24,OKT-DN1-01,88193,87581,745.3,78.5,-0.69
2026-07-24,OKT-DN1-02,9059,9405,898.7,86.7,3.82
2026-07-24,OKT-DN4-01,10548,10874,746.7,76.2,3.09
2026-07-24,OKT-DN4-02,11918,11394,837.6,86.0,-4.4
2026-07-24,OKT-DN4-03,21655,22167,878.4,81.3,2.36
2026-07-24,OKT-DN4-04,15919,14967,877.4,81.6,-5.98
2026-07-24,OKT-DN4-05,14690,15484,861.3,81.6,5.41
2026-07-24,OKT-DN4-06,9115,9553,854.0,83.2,4.8
2026-07-24,OKT-DN4-07,12478,12342,747.8,76.4,-1.09
2026-07-24,OKT-DN4-08,19679,20188,888.4,79.8,2.59
2026-07-24,OKT-DN4-09,9336,9732,873.3,76.6,4.24
2026-07-24,OKT-DN5-01,56783,53761,899.5,79.5,-5.32
2026-07-24,OKT-DN5-02,12286,12880,816.0,78.7,4.83
2026-07-24,OKT-DN5-03,17462,18215,701.9,78.6,4.32
2026-07-24,OKT-DN5-04,34080,32658,872.6,81.4,-4.17
2026-07-24,OKT-DN5-05,14635,14649,899.8,80.4,0.1
2026-07-24,OKT-DN5-06,29068,29086,703.5,77.6,0.06
2026-07-24,OKT-OK1-01,69112,66592,825.7,76.2,-3.65
2026-07-24,OKT-OK1-02,14642,14705,846.4,78.3,0.43
2026-07-24,OKT-OK1-03,7544,7500,861.1,77.0,-0.58
2026-07-24,OKT-OK1-04,12097,12598,901.3,80.8,4.14
2026-07-24,OKT-OK2-01,53053,53129,684.6,76.0,0.14
2026-07-24,OKT-OK2-02,15558,15111,930.0,77.7,-2.87
2026-07-24,OKT-OK3-01,57267,57286,743.9,87.4,0.03
2026-07-24,OKT-OK3-02,16294,16537,897.4,85.2,1.5
2026-07-24,OKT-OK3-03,13287,13004,730.9,80.7,-2.13
2026-07-24,OKT-OK4-01,29280,30011,791.8,85.3,2.5
2026-07-24,OKT-OK4-02,73625,75789,888.3,77.0,2.94
2026-07-24,OKT-OK9-01,18291,19254,932.6,87.2,5.27
2026-07-24,OKT-OK9-02,12507,11893,819.5,84.0,-4.91
2026-07-24,OKT-OK9-03,11937,11795,811.5,81.8,-1.19
2026-07-24,OKT-OK9-04,9474,9097,877.9,86.0,-3.99
2026-07-24,OKT-OK9-05,13753,12963,845.4,76.0,-5.75
2026-07-24,OKT-OK9-06,61359,63112,745.1,82.0,2.86
2026-07-24,OKT-OK9-07,17535,18291,844.2,81.0,4.31
2026-07-24,OKT-OK9-08,9097,9484,880.1,83.3,4.26
2026-07-24,OKT-OK9-09,4902,5111,775.3,83.9,4.26
2026-07-24,OKT-O12-01,5220,5019,819.0,85.2,-3.85
2026-07-24,OKT-O12-02,16389,15701,892.5,82.1,-4.2
2026-07-24,OKT-O12-03,69594,70604,721.6,86.7,1.45
2026-07-24,OKT-O12-04,15690,16293,673.5,82.1,3.84
2026-07-24,OKT-O11-01,19524,18576,723.7,87.3,-4.86
2026-07-24,OKT-O11-02,26783,27829,729.9,83.8,3.91
2026-07-25,OKT-DN1-01,80523,76620,928.9,81.8,-4.85
2026-07-25,OKT-DN1-02,8288,8041,809.0,79.2,-2.97
2026-07-25,OKT-DN4-01,9649,9868,719.9,76.6,2.26
2026-07-25,OKT-DN4-02,10903,10706,871.6,82.5,-1.8
2026-07-25,OKT-DN4-03,19810,20507,821.7,80.2,3.52
2026-07-25,OKT-DN4-04,14563,14406,757.2,73.7,-1.07
2026-07-25,OKT-DN4-05,13438,14161,814.4,82.0,5.38
2026-07-25,OKT-DN4-06,8339,8524,698.2,75.7,2.23
2026-07-25,OKT-DN4-07,11415,11842,842.5,77.5,3.74
2026-07-25,OKT-DN4-08,18002,17509,808.4,77.5,-2.74
2026-07-25,OKT-DN4-09,8541,8521,682.3,81.9,-0.23
2026-07-25,OKT-DN5-01,51845,52246,862.9,78.3,0.77
2026-07-25,OKT-DN5-02,11240,11135,766.8,78.4,-0.93
2026-07-25,OKT-DN5-03,15974,15680,728.6,81.3,-1.84
2026-07-25,OKT-DN5-04,31176,31543,813.9,73.9,1.18
2026-07-25,OKT-DN5-05,13388,12652,692.4,83.3,-5.5
2026-07-25,OKT-DN5-06,26591,25357,850.4,73.6,-4.64
2026-07-25,OKT-OK1-01,63101,65377,879.6,73.8,3.61
2026-07-25,OKT-OK1-02,13395,13115,759.6,83.2,-2.09
2026-07-25,OKT-OK1-03,6901,7081,924.3,84.3,2.6
2026-07-25,OKT-OK1-04,11067,11134,817.8,83.7,0.61
2026-07-25,OKT-OK2-01,48440,49456,724.4,74.4,2.1
2026-07-25,OKT-OK2-02,14232,14509,810.6,80.5,1.94
2026-07-25,OKT-OK3-01,52287,53801,706.0,77.7,2.9
2026-07-25,OKT-OK3-02,14905,15643,670.8,83.1,4.95
2026-07-25,OKT-OK3-03,12155,12508,795.8,84.7,2.9
2026-07-25,OKT-OK4-01,26785,26271,737.5,80.2,-1.92
2026-07-25,OKT-OK4-02,67222,68231,914.0,74.3,1.5
2026-07-25,OKT-OK9-01,16732,15878,878.1,77.4,-5.1
2026-07-25,OKT-OK9-02,11441,11358,693.6,84.1,-0.73
2026-07-25,OKT-OK9-03,10920,11563,744.5,81.4,5.89
2026-07-25,OKT-OK9-04,8667,8754,786.6,83.9,1.0
2026-07-25,OKT-OK9-05,12582,12239,704.6,82.3,-2.72
2026-07-25,OKT-OK9-06,56023,54976,741.8,79.6,-1.87
2026-07-25,OKT-OK9-07,16041,16080,774.7,79.1,0.24
2026-07-25,OKT-OK9-08,8322,8246,796.8,85.3,-0.91
2026-07-25,OKT-OK9-09,4484,4501,835.1,75.3,0.38
2026-07-25,OKT-O12-01,4776,4720,903.7,79.6,-1.16
2026-07-25,OKT-O12-02,14993,14148,884.8,74.8,-5.64
2026-07-25,OKT-O12-03,63542,66059,835.7,84.8,3.96
2026-07-25,OKT-O12-04,14353,13901,702.7,79.8,-3.15
2026-07-25,OKT-O11-01,17861,17102,669.4,78.1,-4.25
2026-07-25,OKT-O11-02,24501,23481,827.2,76.0,-4.16
2026-07-26,OKT-DN1-01,78398,79310,691.1,80.9,1.16
2026-07-26,OKT-DN1-02,7928,7863,673.2,74.3,-0.82
2026-07-26,OKT-DN4-01,9231,9374,796.9,73.4,1.55
2026-07-26,OKT-DN4-02,10430,10993,931.3,74.3,5.4
2026-07-26,OKT-DN4-03,18951,18958,857.0,83.3,0.04
2026-07-26,OKT-DN4-04,13931,14658,692.0,83.3,5.22
2026-07-26,OKT-DN4-05,12855,12619,796.2,83.7,-1.84
2026-07-26,OKT-DN4-06,7977,7595,683.3,84.8,-4.79
2026-07-26,OKT-DN4-07,10920,11255,835.3,76.5,3.07
2026-07-26,OKT-DN4-08,17222,18088,695.9,78.9,5.03
2026-07-26,OKT-DN4-09,8171,8322,858.4,76.1,1.86
2026-07-26,OKT-DN5-01,50477,49126,665.9,77.6,-2.68
2026-07-26,OKT-DN5-02,10752,11254,817.7,76.5,4.66
2026-07-26,OKT-DN5-03,15281,15625,723.4,83.5,2.25
2026-07-26,OKT-DN5-04,29825,28254,753.0,81.1,-5.27
2026-07-26,OKT-DN5-05,12808,12675,850.4,84.0,-1.03
2026-07-26,OKT-DN5-06,25438,24607,756.5,82.8,-3.27
2026-07-26,OKT-OK1-01,61436,58594,737.9,82.1,-4.63
2026-07-26,OKT-OK1-02,12814,13062,812.2,76.2,1.94
2026-07-26,OKT-OK1-03,6602,6443,870.7,73.4,-2.4
2026-07-26,OKT-OK1-04,10587,10459,842.7,76.1,-1.21
2026-07-26,OKT-OK2-01,47161,47033,711.4,75.8,-0.27
2026-07-26,OKT-OK2-02,13615,13530,917.8,77.7,-0.62
2026-07-26,OKT-OK3-01,50907,47943,915.4,81.1,-5.82
2026-07-26,OKT-OK3-02,14259,14809,914.3,76.7,3.86
2026-07-26,OKT-OK3-03,11628,11746,846.7,76.0,1.01
2026-07-26,OKT-OK4-01,25624,26670,803.2,78.5,4.08
2026-07-26,OKT-OK4-02,65448,67322,887.8,77.0,2.86
2026-07-26,OKT-OK9-01,16007,15695,913.2,75.8,-1.95
2026-07-26,OKT-OK9-02,10945,11244,671.2,79.7,2.73
2026-07-26,OKT-OK9-03,10447,11040,722.9,79.5,5.68
2026-07-26,OKT-OK9-04,8291,8050,739.8,80.2,-2.92
2026-07-26,OKT-OK9-05,12036,12568,701.0,74.1,4.42
2026-07-26,OKT-OK9-06,54544,55025,913.0,76.8,0.88
2026-07-26,OKT-OK9-07,15345,15320,765.4,85.0,-0.17
2026-07-26,OKT-OK9-08,7961,7592,873.3,79.1,-4.64
2026-07-26,OKT-OK9-09,4290,4222,858.4,80.7,-1.57
2026-07-26,OKT-O12-01,4569,4740,899.2,73.4,3.75
2026-07-26,OKT-O12-02,14343,13686,708.3,74.9,-4.58
2026-07-26,OKT-O12-03,61864,62434,706.7,83.4,0.92
2026-07-26,OKT-O12-04,13731,14301,822.1,80.8,4.15
2026-07-26,OKT-O11-01,17086,17567,783.1,84.4,2.81
2026-07-26,OKT-O11-02,23438,22813,699.5,84.4,-2.67
2026-07-27,OKT-DN1-01,86960,91731,684.3,80.5,5.49
2026-07-27,OKT-DN1-02,8899,8573,826.6,78.0,-3.67
2026-07-27,OKT-DN4-01,10362,9891,723.0,84.2,-4.55
2026-07-27,OKT-DN4-02,11708,11734,800.1,80.5,0.23
2026-07-27,OKT-DN4-03,21273,21642,660.6,79.5,1.74
2026-07-27,OKT-DN4-04,15638,16323,776.2,78.3,4.38
2026-07-27,OKT-DN4-05,14430,14004,813.7,77.9,-2.96
2026-07-27,OKT-DN4-06,8954,8896,802.7,83.4,-0.65
2026-07-27,OKT-DN4-07,12258,12209,731.2,84.6,-0.4
2026-07-27,OKT-DN4-08,19331,18733,913.8,78.8,-3.09
2026-07-27,OKT-DN4-09,9172,8810,927.3,77.0,-3.95
2026-07-27,OKT-DN5-01,55990,58041,872.5,87.4,3.66
2026-07-27,OKT-DN5-02,12069,11775,799.7,79.9,-2.44
2026-07-27,OKT-DN5-03,17153,17271,833.4,86.5,0.69
2026-07-27,OKT-DN5-04,33478,35196,731.5,82.6,5.13
2026-07-27,OKT-DN5-05,14377,14350,813.4,83.0,-0.18
2026-07-27,OKT-DN5-06,28555,28693,754.3,79.7,0.48
2026-07-27,OKT-OK1-01,68145,70118,944.4,84.6,2.89
2026-07-27,OKT-OK1-02,14384,14919,863.7,84.0,3.72
2026-07-27,OKT-OK1-03,7411,6985,782.5,79.3,-5.74
2026-07-27,OKT-OK1-04,11884,12310,858.1,81.0,3.59
